source_title,mapped_title,match_score,match_kind,buyer_segment_rollup,buyer_segment
"Manager, Accessibility CoE","Project Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
"Manager, Billing Support","Project Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
"Manager, Customer Success","Project Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
"Manager, Quality","Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
"Manager, Worldwide Supply Demand Management","Manager, Technical Support",85.5,fuzzy,Decision Maker,Information Decision Maker
Managing Consultant,Senior Business Intelligence Consultant,85.5,fuzzy,Practitioner,Data End User
My name is surya Narayan Yadav and Now i studying BScIT in Tech spire College affiliated to APU,Tech Administrator,85.5,fuzzy,Practitioner,Technology End User
Team Lead at Tata Technologies,Data Analytics Lead,85.5,fuzzy,Practitioner,Data End User
Team Leader (Cipla Leadership Group) Project Management,Senior IT Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Tech Manager,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Teaching Assistant,"Assistant Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Head of Product Division,Product Designer,85.5,fuzzy,Practitioner,Product End User
Head of Product and Tech,IT Tech,85.5,fuzzy,Practitioner,Information End User
Head of Quality,Quality Assurance Analyst,85.5,fuzzy,Practitioner,Data End User
Head of Research,Senior Research Associate,85.5,fuzzy,Practitioner,Data End User
Head of Research and Development,Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
Head of Shared Services,Information Technology Services Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Head of IT Security & Compliance,Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
Head of Marketing,Senior Product Marketing Manager,85.5,fuzzy,Practitioner,Product End User
Head of Product,Senior Product Designer,85.5,fuzzy,Practitioner,Product End User
Head of Product - Digital Platform,Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
Head -Mechatronics Engineering,Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
Head -RIM & Cloud Delivery,Information Technology Service Delivery Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Head IT Application Management,Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
Head IT Infra and Security,Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Head (DTSI - Digital Transformation & Strategic Innovation),Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
Head - Engineering & Sustainability,Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
Head - HR CoE,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Head - Manufacturing Quality,Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
HRD Manager,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
HTML Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Hardware Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
NVH Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Mid Backend Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Mobile App Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Mobile Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Model Based System Engineer,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
Modem Development and Protocol Analysis Engineer,Business Intelligence Engineer,85.5,fuzzy,Practitioner,Data End User
"Microsoft Teams and Genesys Cloud Engineer (Aug-2014to Nov_2016 and Aug-2018- Present,7+ Years)",Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Student / B.Tech CSE (AI) Student,Is / IT Staff,85.5,fuzzy,Practitioner,Information End User
Student Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Student of Bachelor’s in Sc,Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
Subject Matter Expert - Project Management,Senior IT Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Staff System Engineer,Information Technology System Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Strategy & Project Management,IT Project Lead,85.5,fuzzy,Practitioner,Information End User
Strategy | AI Product,AI Architect,85.5,fuzzy,Practitioner,Data End User
Structural Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Staff PM,Staff - Engineering: Data Center / IT,85.5,fuzzy,Practitioner,Data End User
"Staff Scientist Manager, Bioinformatics","Manager, Technical Support",85.5,fuzzy,Decision Maker,Information Decision Maker
Sr.project Lead,Lead Information Technology Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Staff DFT Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Staff Layout Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
"Offering Manager - Growth, Experience Strategy & Design",Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Online Systems Engineer,"Manager, Information Technology Systems",85.5,fuzzy,Decision Maker,Information Decision Maker
Odoo Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
National Sales Support Manager,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
HOD - Quality,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
HPC Cloud Engineer,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
HR Manager,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Graduate Teaching Assistant,"Assistant Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Graphic Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Group Chief Operating Officer,Group IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Global Supply Manager,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Google Systems Engineer,"Manager, Information Technology Systems",85.5,fuzzy,Decision Maker,Information Decision Maker
Graduate Data Analyst,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Graduate Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Graduate Engineer Trainee,Lead AI Engineer,85.5,fuzzy,Practitioner,Data End User
Graduate Engineering Trainee,Information Technology Engineering Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Global Head - IT Applications,Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
Global Head Infrastructure â€“ Data Center & Cloud,Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
Global IT Operations Manager,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Global Lead â€“ MCAD & ECAD IT,Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Global Program Manager for large cyber projects - Kyndryl CISO,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Global Salesforce & AI Solutions Leader,IT Solutions Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Global Shared Services Manager - P2P,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Head India Shared Services,Information Technology Services Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Head Of Engineering,"Manager, Infrastructure Engineering",85.5,fuzzy,Decision Maker,Information Decision Maker
Head Of Tech,Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
Head Project Delivery,"Project Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Head R&D - Foods,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Head - Product & Technology,Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
Partnership Executive,Executive Assistant To Chief Operating Officer,85.5,fuzzy,Practitioner,Operations End User
Passionate Cloud Dev | Author,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Performance Marketing Manager,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Performance Test Engineer,Lead AI Engineer,85.5,fuzzy,Practitioner,Data End User
Performance and Architecture Engineer,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
Physical Design Engineer,Lead AI Engineer,85.5,fuzzy,Practitioner,Data End User
Packaged App Development Associate,Warehouse Associate,85.5,fuzzy,Practitioner,Operations End User
PEGA Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
PHP Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
PHP | Laravel | Vue.Js Developer,Database Developer,85.5,fuzzy,Practitioner,Information End User
PLM Teamcenter Consultant & Project Manager,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
PM I,IT Specialist I,85.5,fuzzy,Practitioner,Information End User
Operations Intern,Network Operations Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Principal Architect,AI Architect,85.5,fuzzy,Practitioner,Data End User
Principal Consultant,Senior Business Intelligence Consultant,85.5,fuzzy,Practitioner,Data End User
Principal Consultant / Program & Delivery Manager,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Geographic Information Systems Analyst,IT Systems Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Geologist | Data Engineer,Data Entry Clerk,85.5,fuzzy,Practitioner,Data End User
Geospatial Data Scientist,Data Entry Clerk,85.5,fuzzy,Practitioner,Data End User
"Global Asstt.General Manager Purchase (Green field and Brown field project, machines spare parts and consumable, AMC , CAMC , IT hardware and software, Facility  etc.) at Kusum healthcare group",Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Global Chief Information Security Officer (CISO),"Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
General Manager - GTM & Transformation Projects,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
General Manager - Program Management and After Sales,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
General Manager - Service Delivery Excellence,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
General Manager Engineering,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
General Manager Quality,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
"General Manager, Business Transformation & Result Delivery (R&D)","Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Gen AI Test Architect,AI Architect,85.5,fuzzy,Practitioner,Data End User
"General Manager (Head) - Marketing and Communications, Conductors and Telecom Businesses",Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
General Manager (quality & Ehs),Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
General Manager - Digital Marketing,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
General Manager - Digital Transformation,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
"GM – Corp Strategy (IB)- New Products, Mktg Excellence, PR, Ideation, Content, Apps, AI & Digital",Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
GM- Business Integration,Information Technology Business Relationship Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Gen AI - Data Scientist,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Principal Data Architect,AI Architect,85.5,fuzzy,Practitioner,Data End User
Premium Graduate Engineer Trainee,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
President & COO,Product Owner & Manager,85.5,fuzzy,Practitioner,Product End User
President - Infrastructure and Facilities,IT Infrastructure Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
President - R&D [CTO],Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Power bi Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
"Practice Head, Embedded Automotive Cybersecurity",Cybersecurity Analyst,85.5,fuzzy,Practitioner,Security End User
Practice Manager,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Plant Quality Head,Software Quality Assurance Engineer,85.5,fuzzy,Practitioner,Operations End User
Police Officer,Executive Assistant To Chief Operating Officer,85.5,fuzzy,Practitioner,Operations End User
"Sr.Devops and Engineering Manager, Marcom Interactive","Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Sr.Embedded Hardware Engineer L2,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
"Sr.HR Business Partner (Centre for Research & Innovation), Havells Recognized as GPTW YR 22-23",Information Technology Business Relationship Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
"Sr.Photo Editor, Photography,Cad Designer, Print Designer",Product Designer,85.5,fuzzy,Practitioner,Product End User
Sr. UI UX Designer,Sr. Machine Learning Engineer,85.5,fuzzy,Practitioner,Data End User
Sr. UI/UX Designer,Sr. Machine Learning Engineer,85.5,fuzzy,Practitioner,Data End User
Sr. UX Designer,Sr. Database Administrator,85.5,fuzzy,Practitioner,Data End User
Sr. UX/UI Designer,Sr. Machine Learning Engineer,85.5,fuzzy,Practitioner,Data End User
Sr. VP Engineering,"Manager, Infrastructure Engineering",85.5,fuzzy,Decision Maker,Information Decision Maker
Sr. Vice President - Quality | Compliance | Audits,Quality Assurance Analyst,85.5,fuzzy,Practitioner,Data End User
Sr. Web Designer,Sr. Database Administrator,85.5,fuzzy,Practitioner,Data End User
Sr. Windows Server Administrator,Sr. Business Analyst,85.5,fuzzy,Practitioner,Data End User
Sr. Strategic Sourcing Engineer,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
"Sr. Supervisor, Data Science",Data Entry Clerk,85.5,fuzzy,Practitioner,Data End User
Sr. System HW Engineer,Information Technology System Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Sr. UI / UX Designer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Sr. Scrum Master,Sr. Database Administrator,85.5,fuzzy,Practitioner,Data End User
Sr. Specialist (Healthcare Digital Transformation),Data Entry Specialist,85.5,fuzzy,Practitioner,Data End User
Printed Circuit Board Design Engineer,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
Process Associate,Principal Process Engineer,85.5,fuzzy,Practitioner,Operations End User
Founder & Game Developer,Senior Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Firmware Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Firmware Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Firmware Verification Engineer,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
Flutter Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Flutter Developer Intern,Senior Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Full-stack Developer SDE-1,Senior Developer,85.5,fuzzy,Practitioner,Technology End User
FullStack AI Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Fullstack Web3 Developer,Senior Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Full stack AI Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Full Stack AI Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Full Stack Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Front End Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Frontend Architect,AI Architect,85.5,fuzzy,Practitioner,Data End User
Frontend Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Frontend Developer (React Js),Database Developer,85.5,fuzzy,Practitioner,Information End User
Frontend Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Generative AI Developer,Senior Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Technical Specialist | Process Automation Developer @ IBM | Philip Morris International,"Manager, Technical Support",85.5,fuzzy,Decision Maker,Information Decision Maker
Founding Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Founding Team & Head of Customer Success,Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
Framework Engineer - SD,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Founder / Sole Trader,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
"Founder, Chief Executive Officer",Chief Manager IT,85.5,fuzzy,Practitioner,Information End User
Founding AI Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Founding AI Engineer - Max Digital Product,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
Founder & AI Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Founder & CEO,Business & Operations,85.5,fuzzy,Practitioner,Operations End User
Founder & COO,Business & Operations,85.5,fuzzy,Practitioner,Operations End User
Founder & CPTO,Business & Operations,85.5,fuzzy,Practitioner,Operations End User
Founder & Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Founder & Full-Stack Developer,Database Developer,85.5,fuzzy,Practitioner,Information End User
"Principal Solutions Consultant - AI/ML, Gen AI, Communications, Media, Energy, Cybersecurity",Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Principal Product Validation Engineer,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
Principal Program Manager,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
"Principal Program Manager - Quality, Business Continuity and Information Security Management System","Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Principal Scientist,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Principal Data Scientist,Data Entry Clerk,85.5,fuzzy,Practitioner,Data End User
Principal Engineer -Founding Team Member,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
Product developer,Product Mgr,85.5,fuzzy,Practitioner,Product End User
Product Operations,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Executive Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Executive Engineer - RE (Contract & Material),Business Intelligence Engineer,85.5,fuzzy,Practitioner,Data End User
Executive IT Operations,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Executive Operations Engineer,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Executive Vice President & Head IT,Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
Enterprise System Engineer,Lead AI Engineer,85.5,fuzzy,Practitioner,Data End User
Enterprise Systems Monitoring Engineer,IT Systems Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Environment Manager Financial & Insurance Services,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Environmental Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Epicor ERP Analyst,Business Intelligence Analyst,85.5,fuzzy,Practitioner,Data End User
Technology Architect,"Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Technology Control & Assurance,Information Technology Service Delivery Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Technology Lead,"Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Technology Marketing Manager,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Technology Project Manager at Softobiz,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Technology Solutions Associate Architect,IT Solutions Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Technical and Sales Support Manager | Specialist in Luxury Travel Technology,"Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Product Owner Intern,Product Mgr,85.5,fuzzy,Practitioner,Product End User
Product Head,Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
"Product Lead, Risk Platform",Platform Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Procurement and Contract Retail Engineering Category Buyer,"Manager, Infrastructure Engineering",85.5,fuzzy,Decision Maker,Information Decision Maker
Product Architect,Business Intelligence Architect,85.5,fuzzy,Practitioner,Data End User
Project Management Executive,Lead Information Technology Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Project Management Officer,"Project Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Project Manager - Siganalling Systems,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Project Manager Solutions India,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Project Information Management,Information Technology Service Delivery Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Project Instrumentation,"Project Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Engineering Manager & Senior Technologist,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Engineering Manager (Search and GenAI),Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Engineering Manager at Apple,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Engineering Manager in Quality,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Engineering Manager in Testing,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Engineering Manager | Strategic Lead Airtel,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Engineering Program Manager,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Engineer-Process Data SSW,Data Entry Clerk,85.5,fuzzy,Practitioner,Data End User
Engineering Excellence Leader,IT Leader,85.5,fuzzy,Practitioner,Information End User
Engineer 1,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Engineer I - Geospatial Data,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Engineer II,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Engineer Process & Project,"Project Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Engineer Project Mechanical (Engineering Design and Drawings),"Project Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Field Support Engineer,"Manager, Information Technology Support",85.5,fuzzy,Decision Maker,Information Decision Maker
Final-Year Engineering Student & Full-Stack AI Developer,"Manager, Infrastructure Engineering",85.5,fuzzy,Decision Maker,Information Decision Maker
Financial Systems,"Manager, Information Technology Systems",85.5,fuzzy,Decision Maker,Information Decision Maker
Expert DevOps Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Expert Devops,Cyber Security Expert,85.5,fuzzy,Practitioner,Security End User
Expert Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
FA Procurement Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
FPGA Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Program Manager - Engineering,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Program Manager Program Management Office,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Program Manager- Finance,Information Technology Program Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Programme Officer,Executive Assistant To Chief Operating Officer,85.5,fuzzy,Practitioner,Operations End User
Programmer Analyst,Business Intelligence Analyst,85.5,fuzzy,Practitioner,Data End User
Project Accountant,"Project Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Program Management,Information Technology Program Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
QA Regulatory Affairs Manager,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
QA/Review Team Manager,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Embedded Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Electrical and Instrumentation Engineer,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
E Nodeb/LTE Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
ERP Project Manager,"Project Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Discipline Lead,Lead Information Technology Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Dotnet Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Drilling Engineer Assistant,"Assistant Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Driving Design Innovation Projects,Lead Design Engineer,85.5,fuzzy,Practitioner,Product End User
Engineering and Maintenance Manager,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Developer Marketing Manager,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
QA Consultant/Manager,QA Team Lead,85.5,fuzzy,Practitioner,Operations End User
QA Engineer & Project Coordinator,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
Project Manager/ Team Leader - (Traction Power System & Third Rail),"Project Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Project Scientist,"Project Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Project manager,"Project Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Prompt Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Purchase Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
RPA Developer Automation and DevOps,Database Developer,85.5,fuzzy,Practitioner,Information End User
React & React Native Developer,Database Developer,85.5,fuzzy,Practitioner,Information End User
React Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
React Native Developer,Senior Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
React js Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Records Officer,Executive Assistant To Chief Operating Officer,85.5,fuzzy,Practitioner,Operations End User
Regional Business Manager - West (Graphics Innovations),Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
R&D Electronics Head,R&D Lead,85.5,fuzzy,Practitioner,Product End User
R&D Head & Jt Vice President - LV Switchgear,Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
R&D Manager,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
RAMS Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
RF Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
RF SW Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Deputy Manager Engineering,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Digital QR Specialist,Senior Information Technology Specialist,85.5,fuzzy,Practitioner,Information End User
Digital marketor,Digital Product Designer,85.5,fuzzy,Practitioner,Product End User
Development Operations Engineer,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Development Specialist,Information Technology Development Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
"Devops Engineer, Devops Engineer",Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
Digital Agency,Digital Product Owner,85.5,fuzzy,Practitioner,Product End User
Digital Marketing Strategist | Growth Hacker | The BIM Engineers,Digital Product Owner,85.5,fuzzy,Practitioner,Product End User
Developer (R&D),Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Quality Manager,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Quality Specialist Graphic Design,Data Entry Specialist,85.5,fuzzy,Practitioner,Data End User
Quality Auditor,Quality Assurance Analyst,85.5,fuzzy,Practitioner,Data End User
Quality Cloud Architect,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Rotational Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
S&T Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
SAP Basis Administrator,Senior Oracle Database Administrator,85.5,fuzzy,Practitioner,Data End User
SAP Lead,Lead Information Technology Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
